coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized,liquidity_ratio,volatility_score,avg_abs_change,turnover_rate,market_dominance,momentum_short,momentum_medium,momentum_long,momentum_consistency,liquidity_class
Pax Dollar,USDP,0.999025,-0.002,0.001,-0.001,57639449.0,994783973.0,2022-03-16,2.4238019609645085e-05,0.000994899107021,0.0011971644056814,0.05794167433777102,0.0015275252316519466,0.0013333333333333333,0.0009948991070210596,0.0264901023387945,-0.002,0.001,-0.001,0,Medium
BitDAO,BIT,1.12,0.025,0.019,0.036,54570658.0,993438990.0,2022-03-16,2.71730757159812e-05,0.0009419295266641,0.0011954312062128,0.05493106124212016,0.008621678104251707,0.02666666666666666,0.0009419295266641366,0.02645428678659326,0.025,0.019,0.036,1,Medium
GateToken,GT,6.52,0.012,0.031,-0.005,7695401.0,979761512.0,2022-03-16,0.0001581861195201,0.0001328282576585,0.0011778058551107,0.0078543613989197,0.0180092568789868,0.015999999999999997,0.00013282825765855203,0.02609006922600676,0.012,0.031,-0.005,0,Low
Convex Finance,CVX,18.29,0.038,0.054,0.147,45253981.0,979304335.0,2022-03-16,0.0004437460316638,0.0007811168577626,0.0011772167183458,0.046210334604512904,0.05885858759206963,0.07966666666666666,0.0007811168577626063,0.026077895059709706,0.038,0.054,0.147,1,Medium
Synthetix Network Token,SNX,4.24,0.053,0.079,0.084,63349615.0,903998693.0,2022-03-16,0.000102869501025,0.0010934607545194,0.001080174823618,0.07007710906059905,0.01664331697709324,0.07200000000000001,0.0010934607545194945,0.02407258112481319,0.053,0.079,0.084,1,Medium
Xido Finance,XIDO,30.86,-0.027,-0.049,0.7659999999999999,1464061.0,893636559.0,2022-03-16,0.0007487152836303,2.527076519285185e-05,0.0010668217588266,0.0016383181565874142,0.4643199328049572,0.2806666666666666,2.527076519285185e-05,0.02379664785934199,-0.027,-0.049,0.7659999999999999,0,Low
Loopring,LRC,0.710702,0.03,0.035,-0.033,112235393.0,881663508.0,2022-03-16,1.724282075246676e-05,0.0019372650885656,0.001051392801263,0.1272995785598512,0.03789898855290644,0.03266666666666667,0.0019372650885656052,0.02347781748520446,0.03,0.035,-0.033,0,High
NEM,XEM,0.098240605826,0.021,0.043,0.037,20866042.0,879585159.0,2022-03-16,2.383481592594646e-06,0.0003601631679869,0.0010487145567184,0.023722594437271538,0.011372481406154652,0.03366666666666667,0.00036016316798697924,0.02342247312984689,0.021,0.043,0.037,1,Medium
Anchor Protocol,ANC,3.1,0.06,0.088,-0.18,107525684.0,807556039.0,2022-03-16,7.521119177752704e-05,0.0018559720616591,0.0009558949207026,0.13314950146760032,0.1473137241852684,0.10933333333333332,0.0018559720616591708,0.021504409699030728,0.06,0.088,-0.18,0,High
Oasis Network,ROSE,0.227889,0.036,0.07,0.027,65843862.0,794382929.0,2022-03-16,5.528968767606593e-06,0.0011365132846189,0.0009389195185959,0.08288680382757822,0.022678918257565406,0.044333333333333336,0.0011365132846189747,0.02115362295387657,0.036,0.07,0.027,1,Medium
Curve DAO Token,CRV,2.02,0.026,0.022,-0.006,150926378.0,791197822.0,2022-03-16,4.900858301668385e-05,0.0026050998283852,0.0009348150609486,0.19075681682045884,0.017435595774162694,0.018,0.0026050998283852936,0.02106880673982402,0.026,0.022,-0.006,0,High
Decred,DCR,56.87,0.02,0.143,0.088,25032753.0,787162797.0,2022-03-16,0.0013797614446206,0.0004320836517014,0.0009296153646061,0.031801239966375086,0.06161439225808636,0.08366666666666667,0.00043208365170143716,0.020961358059416305,0.02,0.143,0.088,1,Medium
cUSDT,CUSDT,0.021768404499,0.0,0.0,0.0,8111.5,775425368.0,2022-03-16,5.281379143985223e-07,1.4001043116497046e-07,0.0009144900390775,1.0460710127296221e-05,0.0,0.0,1.4001043116497044e-07,0.02064880206349825,0.0,0.0,0.0,1,Low
Secret,SCRT,4.61,0.017,0.008,0.027,19871872.0,763750478.0,2022-03-16,0.0001118463206931,0.0003430030656198,0.0008994453038326,0.02601880139183363,0.009504384952922168,0.017333333333333336,0.0003430030656198118,0.020337911418606275,0.017,0.008,0.027,1,Medium
LINK,LN,129.46,0.036,0.018,0.024,1207902.0,759436472.0,2022-03-16,0.0031409164167961,2.0849273232451475e-05,0.0008938861012949,0.0015905240853378451,0.00916515138991168,0.025999999999999995,2.0849273232451475e-05,0.0202230337531715,0.036,0.018,0.024,1,Low
Mina Protocol,MINA,1.81,0.015,0.105,-0.004,70360743.0,756143474.0,2022-03-16,4.391363131318656e-05,0.0012144779590109,0.0008896426109432,0.09305210640487523,0.05822656896411923,0.04133333333333333,0.0012144779590109937,0.020135344509688437,0.015,0.105,-0.004,0,High
Holo,HOT,0.00414796568,0.027,0.027,0.0279999999999999,63199499.0,734353201.0,2022-03-16,1.006365583164569e-07,0.0010908696424089,0.0008615627842211,0.08606144688133524,0.0005773502691895682,0.027333333333333303,0.0010908696424089402,0.01955509133168486,0.027,0.027,0.0279999999999999,1,Medium
Compound,COMP,109.58,0.026,0.045,0.052,40756551.0,726097698.0,2022-03-16,0.0026585943221984,0.0007034879218772,0.0008509244093029,0.05613094644462018,0.01345362404707371,0.041,0.0007034879218772247,0.019335255542947016,0.026,0.045,0.052,1,Medium
IoTeX,IOTX,0.076638517501,0.042,0.0069999999999999,0.1169999999999999,91722669.0,717099434.0,2022-03-16,1.8593787511158009e-06,0.0015832004480418,0.0008393288825319,0.12790788090344526,0.056199051000291204,0.05533333333333327,0.0015832004480418997,0.019095640771598574,0.042,0.0069999999999999,0.1169999999999999,1,High
Bitkub Coin,KUB,7.89,0.004,0.0,-0.034,2193655.0,698922310.0,2022-03-16,0.0001914246139668,3.786409201469436e-05,0.0008159051056831,0.0031386249496027675,0.0208806130178211,0.012666666666666668,3.7864092014694355e-05,0.01861160213803189,0.004,0.0,-0.034,0,Low
Neutrino USD,USDN,1.0,0.003,-0.001,0.0069999999999999,15319422.0,687954763.0,2022-03-16,2.4261674742554175e-05,0.0002644244442357,0.0008017718812243,0.02226806590188547,0.003999999999999951,0.0036666666666666336,0.00026442444423573124,0.018319547329831293,0.003,-0.001,0.0069999999999999,0,Medium
yearn.finance,YFI,18982.86,0.017,0.017,-0.0139999999999999,81875140.0,678377900.0,2022-03-16,0.460555975686871,0.0014132248848045,0.0007894307483904,0.12069252256006571,0.017897858344878344,0.01599999999999997,0.001413224884804576,0.01806452504575735,0.017,0.017,-0.0139999999999999,0,High
Nexus Mutual,NXM,92.51,0.026,0.035,0.065,1909.73,633750394.0,2022-03-16,0.0022444475337284,3.296333855744055e-08,0.0007319219399638,3.0133787972051343e-06,0.02042057785666214,0.042,3.296333855744055e-08,0.016876139191992528,0.026,0.035,0.065,1,Low
XDC Network,XDC,0.050635431946,-0.002,-0.022,0.0969999999999999,9930593.0,616292915.0,2022-03-16,1.2285003461413583e-06,0.0001714093087164,0.0007094255267558,0.016113430413198893,0.06372074492136234,0.040333333333333304,0.00017140930871649356,0.016411263985074254,-0.002,-0.022,0.0969999999999999,0,Medium
1inch,1INCH,1.5,0.021,0.111,0.163,120457113.0,616145134.0,2022-03-16,3.639251213183343e-05,0.0020791779976598,0.0007092350901847,0.19550119988450643,0.07184242015225638,0.09833333333333334,0.002079177997659812,0.016407328724836877,0.021,0.111,0.163,1,High
WAX,WAXP,0.274089,0.021,0.02,0.0,26837225.0,615219740.0,2022-03-16,6.649858142375997e-06,0.0004632301600839,0.0007080425900646,0.043622177987981986,0.011846237095944574,0.013666666666666667,0.0004632301600839948,0.016382686408083644,0.021,0.02,0.0,0,Medium
Smooth Love Potion,SLP,0.016547553043,0.019,0.018,-0.076,99341158.0,614525601.0,2022-03-16,4.0147131430588674e-07,0.0017147011482472,0.0007071480944866,0.16165503575171639,0.05456189146281496,0.03766666666666666,0.0017147011482472358,0.016364202180707225,0.019,0.018,-0.076,0,High
Qtum,QTUM,5.95,0.0289999999999999,0.023,0.036,79032386.0,612948390.0,2022-03-16,0.0001443569648964,0.0013641568686255,0.0007051156366287,0.12893807584680989,0.006506407098647713,0.029333333333333298,0.0013641568686255778,0.016322202629112242,0.0289999999999999,0.023,0.036,1,High
PAX Gold,PAXG,1935.78,0.0069999999999999,0.005,-0.057,30748651.0,611668819.0,2022-03-16,0.0469652648028019,0.0005307442377182,0.0007034667297078,0.05027009722396852,0.03638681079732047,0.022999999999999965,0.0005307442377182025,0.016288128933053862,0.0069999999999999,0.005,-0.057,0,Medium
Sushi,SUSHI,3.12,0.036,0.069,0.0819999999999999,132202954.0,603245561.0,2022-03-16,7.56964252730982e-05,0.0022819198164116,0.0006926121789146,0.21915280036349907,0.023713568549109845,0.0623333333333333,0.0022819198164116075,0.016063825996434203,0.036,0.069,0.0819999999999999,1,High
renBTC,RENBTC,40555.22,0.016,0.034,0.048,14829115.0,602582895.0,2022-03-16,0.9839375582128554,0.0002559613862966,0.0006917582407169,0.024609253138524616,0.016041612554021287,0.03266666666666667,0.00025596138629660736,0.01604617986357231,0.016,0.034,0.048,1,Medium
Livepeer,LPT,23.82,0.03,0.023,0.024,11291907.0,589774119.0,2022-03-16,0.0005779130931892,0.0001949065854336,0.0006752523341318,0.019146155513141465,0.0037859388972001817,0.025666666666666667,0.0001949065854336125,0.015705094968475497,0.03,0.023,0.024,1,Medium
Ankr,ANKR,0.072181812557,0.023,0.016,-0.064,40789205.0,587511707.0,2022-03-16,1.751251625180479e-06,0.0007040515538342,0.0006723368985641,0.06942705058301077,0.04833563212924119,0.034333333333333334,0.0007040515538342314,0.015644849199505397,0.023,0.016,-0.064,0,Medium
Bancor Network Token,BNT,2.29,0.017,0.033,0.062,26117403.0,583581643.0,2022-03-16,5.5559235206894645e-05,0.0004508055051395,0.0006672724592096,0.04475364040880223,0.02281081614790083,0.037333333333333336,0.0004508055051395294,0.01554019552555843,0.017,0.033,0.062,1,Medium
Pocket Network,POKT,0.699085,0.019,-0.003,-0.055,974551.0,580439408.0,2022-03-16,1.6960972876564245e-05,1.6821464057480506e-05,0.0006632232481547,0.0016789883432587335,0.038,0.025666666666666667,1.6821464057480506e-05,0.015456520949990511,0.019,-0.003,-0.055,0,Low
Marinade staked SOL,MSOL,88.63,0.025,0.0139999999999999,0.043,18662090.0,578275391.0,2022-03-16,0.0021503122355876,0.0003221213422103,0.0006604346083619,0.032271976795913836,0.014640127503998544,0.027333333333333303,0.0003221213422103783,0.015398895341467675,0.025,0.0139999999999999,0.043,1,Medium
OMG Network,OMG,4.11,0.019,0.016,0.081,106689838.0,574825195.0,2022-03-16,9.971548330387112e-05,0.0018415447474944,0.0006559885463122,0.1856039695685225,0.03669241520169166,0.03866666666666667,0.0018415447474944028,0.015307020072454972,0.019,0.016,0.081,1,High
Zilliqa,ZIL,0.041008132304,0.033,0.032,0.047,37965285.0,571307984.0,2022-03-16,9.949259332314218e-07,0.0006553086262899,0.0006514561260243,0.06645327225113662,0.008386497083606082,0.037333333333333336,0.0006553086262899569,0.015213360261012538,0.033,0.032,0.047,1,Medium
SafeMoon,SFM,0.001028389235,0.038,-0.034,-0.088,406894.0,566255393.0,2022-03-16,2.49504091610152e-08,7.02328846433329e-06,0.0006449451529962,0.000718569756738723,0.06321392251711644,0.05333333333333334,7.02328846433329e-06,0.015078814815670838,0.038,-0.034,-0.088,0,Low
Render Token,RNDR,2.43,0.024,0.035,-0.031,23720000.0,560228533.0,2022-03-16,5.895586967589284e-05,0.0004094245734122,0.0006371786975471,0.0423398641853895,0.0353600527903075,0.03,0.0004094245734122048,0.014918325561204746,0.024,0.035,-0.031,0,Medium
Fei USD,FEI,1.0,0.001,0.0,0.003,10254055.0,557210659.0,2022-03-16,2.4261674742554175e-05,0.0001769924997521,0.0006332897431045,0.018402474601621,0.0015275252316519468,0.0013333333333333333,0.00017699249975211995,0.014837962594696049,0.001,0.0,0.003,0,Medium
Gnosis,GNO,298.83,0.021,0.025,-0.003,2883611.0,553256284.0,2022-03-16,0.0072501162740406,4.977323792418808e-05,0.0006281939756125,0.005212070939622622,0.015143755588800732,0.016333333333333335,4.977323792418808e-05,0.014732661543131992,0.021,0.025,-0.003,0,Low
ICON,ICX,0.753601,0.026,-0.013,0.21,45059623.0,549632622.0,2022-03-16,1.828362233879214e-05,0.0007777620963275,0.0006235243782624,0.08198134753362583,0.11909799886368089,0.083,0.000777762096327562,0.014636167048018931,0.026,-0.013,0.21,0,Medium
Ravencoin,RVN,0.051804162049,0.027,0.042,0.006,19390191.0,538520749.0,2022-03-16,1.2568556958042556e-06,0.0003346888987586,0.0006092051694852,0.03600639536360743,0.018083141320025125,0.025000000000000005,0.0003346888987586919,0.014340268982775687,0.027,0.042,0.006,1,Medium
IOST,IOST,0.022568760363,0.025,0.011,0.015,35343794.0,517770891.0,2022-03-16,5.475558880780025e-07,0.0006100597715522,0.0005824660635939,0.06826145427321831,0.007211102550927979,0.017,0.0006100597715522277,0.013787721015725304,0.025,0.011,0.015,1,Medium
Bitcoin Gold,BTG,29.74,0.018,0.0279999999999999,0.032,9146317.0,517358240.0,2022-03-16,0.0007215422078783,0.0001578721305235,0.0005819343048327,0.017678885330984582,0.007211102550927966,0.025999999999999968,0.0001578721305235159,0.013776732532278752,0.018,0.0279999999999999,0.032,1,Medium
Kava,KAVA,3.16,0.023,0.035,0.034,22753924.0,504959645.0,2022-03-16,7.666689226424055e-05,0.0003927493940621,0.0005659569740669,0.045060876102287345,0.0066583281184793945,0.030666666666666665,0.00039274939406213017,0.013446570346998686,0.023,0.035,0.034,1,Medium
UMA,UMA,7.74,0.018,0.018,-0.016,46067620.0,503487995.0,2022-03-16,0.00018778536275,0.0007951608628421,0.0005640605463813,0.09149695813501968,0.019629909152447274,0.017333333333333333,0.0007951608628421397,0.013407381779264406,0.018,0.018,-0.016,0,High
OEC Token,OKT,32.27,0.023,0.01,-0.062,5163788.0,488521386.0,2022-03-16,0.000782924245068,8.913076303082049e-05,0.0005447739689558,0.010570239395824526,0.045785732857881976,0.03166666666666667,8.913076303082049e-05,0.013008835949380269,0.023,0.01,-0.062,0,Medium
Songbird,SGB,0.062799688152,0.022,0.006,-0.1369999999999999,2629530.0,486741272.0,2022-03-16,1.5236255741343925e-06,4.5387613765792365e-05,0.0005424800420892,0.005402315668024962,0.08754617829085015,0.054999999999999966,4.5387613765792365e-05,0.012961433293814245,0.022,0.006,-0.1369999999999999,0,Low
e-Radix,EXRD,0.122181,0.022,0.063,0.004,2588295.0,484119330.0,2022-03-16,2.964315650114731e-06,4.4675867463741255e-05,0.0005391013016284,0.005346398789736407,0.03023794525647094,0.029666666666666664,4.4675867463741255e-05,0.012891613600502413,0.022,0.063,0.004,1,Low
Velas,VLX,0.213154,-0.0,0.004,-0.037,4105033.0,483094532.0,2022-03-16,5.171472989744534e-06,7.085587625919153e-05,0.0005377807054952,0.008497370034401465,0.02260530911091463,0.013666666666666666,7.085587625919153e-05,0.012864324254640997,-0.0,0.004,-0.037,0,Low
Rocket Pool,RPL,30.03,0.024,0.0409999999999999,0.15,578038.0,480593962.0,2022-03-16,0.0007285780935641,9.977359256578584e-06,0.0005345583699005,0.0012027575161254315,0.06836909633257804,0.07166666666666663,9.977359256578585e-06,0.012797736576307622,0.024,0.0409999999999999,0.15,1,Low
Tether Gold,XAUT,1950.12,0.003,-0.002,-0.044,3689853.0,480346972.0,2022-03-16,0.0473131772191265,6.368956536588297e-05,0.0005342400886012,0.007681641011780959,0.02581343319539912,0.01633333333333333,6.368956536588297e-05,0.012791159479617046,0.003,-0.002,-0.044,0,Low
Moonbeam,GLMR,2.38,0.023,0.038,-0.036,37324761.0,476681084.0,2022-03-16,5.7742785936964906e-05,0.0006442527129063,0.0005295160771204,0.07830132609163908,0.039119475115769804,0.03233333333333333,0.0006442527129063026,0.012693540548353303,0.023,0.038,-0.036,0,Medium
Sapphire,SAPP,0.564647,0.02,0.001,0.0139999999999999,432768.0,470978131.0,2022-03-16,1.3699281842684398e-05,7.46989265541539e-06,0.0005221670213264,0.0009188706895607432,0.0097125348562223,0.011666666666666633,7.46989265541539e-06,0.012541676613364743,0.02,0.001,0.0139999999999999,1,Low
Horizen,ZEN,38.73,0.015,0.061,0.026,29127070.0,469969529.0,2022-03-16,0.0009396546641375,0.0005027545619518,0.0005208672960135,0.06197650741735641,0.024020824298928628,0.033999999999999996,0.0005027545619518309,0.012514818550786051,0.015,0.061,0.026,1,Medium
WOO Network,WOO,0.492556,0.019,0.087,0.124,60339780.0,467152311.0,2022-03-16,1.1950233446223338e-05,0.0010415087979041,0.0005172369150046,0.12916511077690035,0.05325723737984663,0.07666666666666666,0.0010415087979041436,0.012439798852885577,0.019,0.087,0.124,1,High
Liquity USD,LUSD,1.0,0.0,0.0,-0.008,3222808.0,464727068.0,2022-03-16,2.4261674742554175e-05,5.562802658471504e-05,0.0005141116488274,0.006934840300716032,0.004618802153517006,0.0026666666666666666,5.5628026584715044e-05,0.012375217057229278,0.0,0.0,-0.008,0,Low
Golem,GLM,0.465346,0.016,0.022,-0.085,15905189.0,464458665.0,2022-03-16,1.129007327549876e-05,0.0002745352116933,0.0005137657738706,0.03424457373402647,0.06011932578907829,0.041,0.0002745352116933175,0.012368069753763384,0.016,0.022,-0.085,0,Medium
Rally,RLY,0.180078,0.026,0.001,-0.0579999999999999,3356848.0,464413872.0,2022-03-16,4.368993834768933e-06,5.794165516060762e-05,0.0005137080518,0.007228138956193798,0.04313158162336884,0.028333333333333297,5.794165516060762e-05,0.012366876960969907,0.026,0.001,-0.0579999999999999,0,Low
Baby Doge Coin,BABYDOGE,2.864e-09,0.026,0.021,-0.039,10651029.0,452640717.0,2022-03-16,3.348111119441073e-14,0.0001838445617506,0.0004985366883034,0.02353086808140594,0.036170890690351176,0.028666666666666663,0.00018384456175067547,0.012053369617400661,0.026,0.021,-0.039,0,Medium
Audius,AUDIO,0.735289,0.027,0.026,0.02,7909768.0,447883958.0,2022-03-16,1.7839342550247177e-05,0.0001365283890889,0.0004924069363504,0.017660306556458536,0.0037859388972001817,0.024333333333333332,0.00013652838908893372,0.011926701882363697,0.027,0.026,0.02,1,Medium
Siacoin,SC,0.008880296534,0.018,0.022,-0.004,12295120.0,446937901.0,2022-03-16,2.154508304407429e-07,0.0002122227766042,0.0004911878090531,0.02750968305102413,0.013999999999999999,0.014666666666666666,0.00021222277660421025,0.01190150933058509,0.018,0.022,-0.004,0,Medium
Metis Token,METIS,146.38,0.026,0.009,-0.047,38905039.0,436965500.0,2022-03-16,0.0035514239540493,0.0006715294686408,0.0004783369699616,0.08903457824473557,0.038196858509568554,0.02733333333333333,0.0006715294686408175,0.011635954265140245,0.026,0.009,-0.047,0,High
Ontology,ONT,0.499727,0.021,0.0289999999999999,-0.011,30824913.0,433758425.0,2022-03-16,1.212421391606038e-05,0.0005320605756953,0.0004742042034614,0.07106470150983235,0.021166010488516684,0.0203333333333333,0.0005320605756953341,0.011550553065217427,0.021,0.0289999999999999,-0.011,0,Medium
0x,ZRX,0.509791,0.025,0.035,0.0279999999999999,29309302.0,427933388.0,2022-03-16,1.2368383411031793e-05,0.0005059000197453,0.0004666978252893,0.06849033709891317,0.005131601439446898,0.029333333333333305,0.0005059000197453407,0.011395438155402464,0.025,0.035,0.0279999999999999,1,Medium
APENFT,NFT,1.523622e-06,0.004,0.005,-0.047,69002807.0,421365369.0,2022-03-16,3.692961712408549e-11,0.001191038989048,0.0004582340104749,0.16376003363484767,0.029737742572921257,0.018666666666666668,0.001191038989048048,0.011220538377967925,0.004,0.005,-0.047,0,High
SKALE,SKL,0.12635,0.013,0.043,0.1119999999999999,11283316.0,407687711.0,2022-03-16,3.065462572266541e-06,0.0001947582984812,0.0004406084274176,0.02767637016167014,0.05076416058598817,0.055999999999999966,0.00019475829848124388,0.010856316024161435,0.013,0.043,0.1119999999999999,1,Medium
SwissBorg,CHSB,0.428284,0.022,0.026,-0.054,1063375.0,403883855.0,2022-03-16,1.0390887084855824e-05,1.8354631355489178e-05,0.0004357066247942,0.0026328732551094422,0.04507771067833858,0.034,1.8354631355489178e-05,0.010755023143036543,0.022,0.026,-0.054,0,Low
dYdX,DYDX,4.64,0.0289999999999999,0.032,-0.036,95015055.0,396760804.0,2022-03-16,0.0001125741709365,0.0016400294418681,0.0004265275733058,0.2394769191968872,0.03842308333974944,0.0323333333333333,0.0016400294418681355,0.010565343418517647,0.0289999999999999,0.032,-0.036,0,High
Dogelon Mars,ELON,7.24104e-07,0.043,0.072,0.0279999999999999,10950097.0,394017729.0,2022-03-16,1.7531971428481945e-11,0.0001890066944792,0.0004229927359641,0.027790873846694344,0.022368132093076865,0.047666666666666635,0.00018900669447922695,0.010492298074558341,0.043,0.072,0.0279999999999999,1,Medium
Olympus,OHM,28.12,0.0139999999999999,-0.019,-0.086,3529301.0,390854092.0,2022-03-16,0.000682238294737,6.091832025161331e-05,0.0004189159454268,0.009029714853285967,0.05095422782589615,0.03966666666666663,6.091832025161331e-05,0.010408053585134108,0.0139999999999999,-0.019,-0.086,0,Medium
Constellation,DAG,0.152116,0.013,-0.013,0.249,1019712.0,382521151.0,2022-03-16,3.69058888461088e-06,1.7600975995080362e-05,0.0004081777807712,0.0026657663173245026,0.14434680460612903,0.09166666666666667,1.7600975995080362e-05,0.010186155699900348,0.013,-0.013,0.249,0,Low
Synapse,SYN,2.17,0.012,-0.078,0.0,9229483.0,380868743.0,2022-03-16,5.264783423346762e-05,0.0001593076365973,0.0004060484210191,0.024232713158086592,0.04886716689148246,0.03,0.00015930763659739443,0.010142153727398281,0.012,-0.078,0.0,0,Medium
